it global_time dt rho m1 m2 m3 e tracer_ism tracer_sn rhod1 rhod2 rhod3 rhod4 m1d1 m1d2 m1d3 m1d4 m2d1 m2d2 m2d3 m2d4 m3d1 m3d2 m3d3 m3d4 c1 c2 c3 c4 c5 c6 c7 c8 n1 n2 n3 n4 n5 n6 n7 n8 | Xload Xmemory 'Cell_Updates /second/core' 'Active_Blocks/Core' 'Wct Per Code Time [s]' 'TimeToFinish [hrs]'
   26304  1.12000000E+01  5.31757848E-04   1.44133712E-01  3.18136851E+00  0.00000000E+00  0.00000000E+00  3.86506106E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920761E-07  5.39742478E-06  1.06204261E-05  2.17357093E-06  4.41326620E-06  4.36843060E-05  1.41216090E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   3.33333333E-01  4.16666667E-02  2.08333333E-02  2.70833333E-01  2.39583333E-01  5.72916667E-02  1.82291667E-02  1.82291667E-02        4       1       1      26      46      22      14      28 |   0.00E+00  0.00E+00  1.52E+05  1.42E+02  5.61E+01  1.38E+00
   26492  1.13000000E+01  5.32783815E-04   1.44133712E-01  3.18141464E+00  0.00000000E+00  0.00000000E+00  3.86506068E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920753E-07  5.39742414E-06  1.06204247E-05  2.21859853E-06  4.49551757E-06  4.36869762E-05  1.41216509E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   3.33333333E-01  4.16666667E-02  2.08333333E-02  2.70833333E-01  2.39583333E-01  5.72916667E-02  1.82291667E-02  1.82291667E-02        4       1       1      26      46      22      14      28 |   0.00E+00  0.00E+00  1.54E+05  1.42E+02  5.54E+01  1.36E+00
   26680  1.14000000E+01  5.33798585E-04   1.44133712E-01  3.18146047E+00  0.00000000E+00  0.00000000E+00  3.86506030E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920745E-07  5.39742349E-06  1.06204232E-05  2.26393628E-06  4.57849368E-06  4.36895880E-05  1.41216919E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   3.33333333E-01  4.16666667E-02  2.08333333E-02  2.91666667E-01  2.29166667E-01  4.42708333E-02  1.95312500E-02  1.95312500E-02        4       1       1      28      44      17      15      30 |   0.00E+00  0.00E+00  1.53E+05  1.40E+02  5.49E+01  1.35E+00
   26868  1.15000000E+01  5.34801847E-04   1.44133712E-01  3.18150602E+00  0.00000000E+00  0.00000000E+00  3.86505992E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920740E-07  5.39742310E-06  1.06204219E-05  2.30957318E-06  4.66220148E-06  4.36921466E-05  1.41217385E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   3.33333333E-01  4.16666667E-02  2.08333333E-02  3.02083333E-01  2.29166667E-01  3.90625000E-02  1.56250000E-02  1.82291667E-02        4       1       1      29      44      15      12      28 |   0.00E+00  0.00E+00  1.48E+05  1.34E+02  5.41E+01  1.33E+00
   27055  1.16000000E+01  5.35808816E-04   1.44133712E-01  3.18155131E+00  0.00000000E+00  0.00000000E+00  3.86505953E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920732E-07  5.39742280E-06  1.06204202E-05  2.35549712E-06  4.74664421E-06  4.36946518E-05  1.41217862E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  8.33333333E-02  4.16666667E-02  3.12500000E-01  2.39583333E-01  3.38541667E-02  2.08333333E-02  1.82291667E-02        3       2       2      30      46      13      16      28 |   0.00E+00  0.00E+00  1.54E+05  1.40E+02  5.44E+01  1.34E+00
   27242  1.17000000E+01  5.36824832E-04   1.44133712E-01  3.18159635E+00  0.00000000E+00  0.00000000E+00  3.86505915E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920724E-07  5.39742245E-06  1.06204189E-05  2.40169674E-06  4.83181724E-06  4.36971031E-05  1.41218352E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  8.33333333E-02  4.16666667E-02  3.12500000E-01  2.44791667E-01  3.12500000E-02  1.82291667E-02  1.82291667E-02        3       2       2      30      47      12      14      28 |   0.00E+00  0.00E+00  1.52E+05  1.38E+02  5.41E+01  1.33E+00
   27429  1.18000000E+01  5.37779816E-04   1.44133712E-01  3.18164117E+00  0.00000000E+00  0.00000000E+00  3.86505876E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920712E-07  5.39742179E-06  1.06204172E-05  2.44816583E-06  4.91772811E-06  4.36994991E-05  1.41218828E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  8.33333333E-02  4.16666667E-02  3.22916667E-01  2.34375000E-01  3.12500000E-02  1.82291667E-02  1.82291667E-02        3       2       2      31      45      12      14      28 |   0.00E+00  0.00E+00  1.52E+05  1.37E+02  5.37E+01  1.31E+00
   27615  1.19000000E+01  5.38764196E-04   1.44133712E-01  3.18168578E+00  0.00000000E+00  0.00000000E+00  3.86505837E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920709E-07  5.39742113E-06  1.06204159E-05  2.49490088E-06  5.00438291E-06  4.37018449E-05  1.41219298E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  8.33333333E-02  4.16666667E-02  3.22916667E-01  2.39583333E-01  2.60416667E-02  1.69270833E-02  1.95312500E-02        3       2       2      31      46      10      13      30 |   0.00E+00  0.00E+00  1.54E+05  1.37E+02  5.30E+01  1.30E+00
   27801  1.20000000E+01  5.39742013E-04   1.44133712E-01  3.18173020E+00  0.00000000E+00  0.00000000E+00  3.86505797E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920700E-07  5.39742049E-06  1.06204143E-05  2.54189614E-06  5.09177461E-06  4.37041421E-05  1.41219752E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  8.33333333E-02  4.16666667E-02  3.22916667E-01  2.39583333E-01  2.34375000E-02  2.08333333E-02  1.82291667E-02        3       2       2      31      46       9      16      28 |   0.00E+00  0.00E+00  1.53E+05  1.37E+02  5.31E+01  1.30E+00
   27987  1.21000000E+01  5.40695225E-04   1.44133712E-01  3.18177443E+00  0.00000000E+00  0.00000000E+00  3.86505758E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920691E-07  5.39741984E-06  1.06204127E-05  2.58914940E-06  5.17990954E-06  4.37063917E-05  1.41220193E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  8.33333333E-02  2.08333333E-02  3.43750000E-01  2.34375000E-01  3.12500000E-02  1.69270833E-02  1.95312500E-02        3       2       1      33      45      12      13      30 |   0.00E+00  0.00E+00  1.56E+05  1.39E+02  5.28E+01  1.29E+00
   28172  1.22000000E+01  5.41648211E-04   1.44133712E-01  3.18181849E+00  0.00000000E+00  0.00000000E+00  3.86505718E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920682E-07  5.39741916E-06  1.06204112E-05  2.63666520E-06  5.26879327E-06  4.37085950E-05  1.41220670E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  8.33333333E-02  2.08333333E-02  3.54166667E-01  2.23958333E-01  2.86458333E-02  2.08333333E-02  1.82291667E-02        3       2       1      34      43      11      16      28 |   0.00E+00  0.00E+00  1.55E+05  1.38E+02  5.25E+01  1.28E+00
   28357  1.23000000E+01  5.42590550E-04   1.44133712E-01  3.18186241E+00  0.00000000E+00  0.00000000E+00  3.86505679E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920673E-07  5.39741846E-06  1.06204093E-05  2.68444160E-06  5.35842104E-06  4.37107530E-05  1.41221149E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  8.33333333E-02  2.08333333E-02  3.64583333E-01  2.23958333E-01  2.08333333E-02  1.82291667E-02  1.82291667E-02        3       2       1      35      43       8      14      28 |   0.00E+00  0.00E+00  1.50E+05  1.34E+02  5.27E+01  1.28E+00
   28542  1.24000000E+01  5.43543983E-04   1.44133712E-01  3.18190618E+00  0.00000000E+00  0.00000000E+00  3.86505639E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920663E-07  5.39741774E-06  1.06204079E-05  2.73248004E-06  5.44879655E-06  4.37128671E-05  1.41221637E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  8.33333333E-02  2.08333333E-02  3.43750000E-01  2.34375000E-01  2.86458333E-02  1.95312500E-02  1.95312500E-02        3       2       1      33      45      11      15      30 |   0.00E+00  0.00E+00  1.57E+05  1.40E+02  5.26E+01  1.28E+00
   28726  1.25000000E+01  5.44937576E-04   1.44133712E-01  3.18194982E+00  0.00000000E+00  0.00000000E+00  3.86505599E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920654E-07  5.39741700E-06  1.06204061E-05  2.78079030E-06  5.53992665E-06  4.37149385E-05  1.41222112E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  8.33333333E-02  2.08333333E-02  3.54166667E-01  2.29166667E-01  2.86458333E-02  1.69270833E-02  1.69270833E-02        3       2       1      34      44      11      13      26 |   0.00E+00  0.00E+00  1.50E+05  1.34E+02  5.26E+01  1.28E+00
   28910  1.26000000E+01  5.45400497E-04   1.44133712E-01  3.18199335E+00  0.00000000E+00  0.00000000E+00  3.86505558E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920644E-07  5.39741623E-06  1.06204045E-05  2.82937208E-06  5.63180646E-06  4.37169682E-05  1.41222585E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  4.16666667E-02  4.16666667E-02  3.75000000E-01  2.29166667E-01  2.34375000E-02  1.95312500E-02  1.95312500E-02        3       1       2      36      44       9      15      30 |   0.00E+00  0.00E+00  1.57E+05  1.40E+02  5.24E+01  1.27E+00
   29094  1.27000000E+01  5.46322586E-04   1.44133712E-01  3.18203677E+00  0.00000000E+00  0.00000000E+00  3.86505518E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920635E-07  5.39741544E-06  1.06204029E-05  2.87823151E-06  5.72444294E-06  4.37189573E-05  1.41223052E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  4.16666667E-02  4.16666667E-02  3.75000000E-01  2.29166667E-01  2.60416667E-02  1.95312500E-02  1.69270833E-02        3       1       2      36      44      10      15      26 |   0.00E+00  0.00E+00  1.51E+05  1.37E+02  5.32E+01  1.29E+00
   29277  1.28000000E+01  5.47299258E-04   1.44133712E-01  3.18208010E+00  0.00000000E+00  0.00000000E+00  3.86505477E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920625E-07  5.39741463E-06  1.06204009E-05  2.92737901E-06  5.81783558E-06  4.37209070E-05  1.41223508E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  4.16666667E-02  4.16666667E-02  3.75000000E-01  2.29166667E-01  2.60416667E-02  1.82291667E-02  1.82291667E-02        3       1       2      36      44      10      14      28 |   0.00E+00  0.00E+00  1.52E+05  1.38E+02  5.31E+01  1.29E+00
   29460  1.29000000E+01  5.48143367E-04   1.44133712E-01  3.18212335E+00  0.00000000E+00  0.00000000E+00  3.86505436E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920615E-07  5.39741379E-06  1.06203994E-05  2.97681430E-06  5.91198555E-06  4.37228181E-05  1.41224011E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  4.16666667E-02  4.16666667E-02  3.85416667E-01  2.18750000E-01  2.34375000E-02  2.08333333E-02  1.82291667E-02        3       1       2      37      42       9      16      28 |   0.00E+00  0.00E+00  1.53E+05  1.38E+02  5.25E+01  1.27E+00
   29643  1.30000000E+01  5.49874709E-04   1.44133712E-01  3.18216653E+00  0.00000000E+00  0.00000000E+00  3.86505395E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920605E-07  5.39741293E-06  1.06203974E-05  3.02654708E-06  6.00689301E-06  4.37246917E-05  1.41224516E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  4.16666667E-02  4.16666667E-02  3.85416667E-01  2.18750000E-01  2.60416667E-02  1.82291667E-02  1.82291667E-02        3       1       2      37      42      10      14      28 |   0.00E+00  0.00E+00  1.52E+05  1.37E+02  5.25E+01  1.27E+00
   29825  1.31000000E+01  5.49935315E-04   1.44133712E-01  3.18220964E+00  0.00000000E+00  0.00000000E+00  3.86505354E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920595E-07  5.39741205E-06  1.06203958E-05  3.07658781E-06  6.10256545E-06  4.37265289E-05  1.41225038E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  4.16666667E-02  4.16666667E-02  3.85416667E-01  2.18750000E-01  2.34375000E-02  2.08333333E-02  1.82291667E-02        3       1       2      37      42       9      16      28 |   0.00E+00  0.00E+00  1.52E+05  1.38E+02  5.27E+01  1.27E+00
   30007  1.32000000E+01  5.50825040E-04   1.44133712E-01  3.18225270E+00  0.00000000E+00  0.00000000E+00  3.86505312E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920591E-07  5.39741130E-06  1.06203939E-05  3.12693376E-06  6.19899643E-06  4.37283322E-05  1.41225562E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  4.16666667E-02  2.08333333E-02  4.16666667E-01  2.08333333E-01  2.60416667E-02  1.82291667E-02  1.82291667E-02        3       1       1      40      40      10      14      28 |   0.00E+00  0.00E+00  1.52E+05  1.37E+02  5.25E+01  1.27E+00
   30189  1.33000000E+01  5.51767683E-04   1.44133712E-01  3.18229571E+00  0.00000000E+00  0.00000000E+00  3.86505270E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920581E-07  5.39741055E-06  1.06203919E-05  3.17759758E-06  6.29619205E-06  4.37301011E-05  1.41226090E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  4.16666667E-02  2.08333333E-02  4.06250000E-01  2.13541667E-01  2.86458333E-02  2.08333333E-02  1.82291667E-02        3       1       1      39      41      11      16      28 |   0.00E+00  0.00E+00  1.55E+05  1.40E+02  5.23E+01  1.26E+00
   30371  1.34000000E+01  5.52581423E-04   1.44133712E-01  3.18233869E+00  0.00000000E+00  0.00000000E+00  3.86505228E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920570E-07  5.39740976E-06  1.06203903E-05  3.22858754E-06  6.39415634E-06  4.37318361E-05  1.41226629E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  4.16666667E-02  2.08333333E-02  4.27083333E-01  2.03125000E-01  2.08333333E-02  1.82291667E-02  1.82291667E-02        3       1       1      41      39       8      14      28 |   0.00E+00  0.00E+00  1.49E+05  1.35E+02  5.25E+01  1.26E+00
   30552  1.35000000E+01  5.53987976E-04   1.44133712E-01  3.18238165E+00  0.00000000E+00  0.00000000E+00  3.86505186E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920559E-07  5.39740895E-06  1.06203880E-05  3.27990575E-06  6.49288917E-06  4.37335382E-05  1.41227161E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  4.16666667E-02  2.08333333E-02  4.16666667E-01  2.03125000E-01  2.86458333E-02  2.08333333E-02  1.82291667E-02        3       1       1      40      39      11      16      28 |   0.00E+00  0.00E+00  1.54E+05  1.39E+02  5.23E+01  1.26E+00
   30733  1.36000000E+01  5.54316176E-04   1.44133712E-01  3.18242458E+00  0.00000000E+00  0.00000000E+00  3.86505144E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920548E-07  5.39740810E-06  1.06203864E-05  3.33155665E-06  6.59238605E-06  4.37352079E-05  1.41227709E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   2.50000000E-01  4.16666667E-02  2.08333333E-02  4.06250000E-01  2.13541667E-01  3.12500000E-02  1.82291667E-02  1.82291667E-02        3       1       1      39      41      12      14      28 |   0.00E+00  0.00E+00  1.53E+05  1.39E+02  5.24E+01  1.26E+00
   30914  1.37000000E+01  5.55181878E-04   1.44133712E-01  3.18246751E+00  0.00000000E+00  0.00000000E+00  3.86505101E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920537E-07  5.39740723E-06  1.06203844E-05  3.38354712E-06  6.69265348E-06  4.37368462E-05  1.41228253E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   1.66666667E-01  8.33333333E-02  4.16666667E-02  4.37500000E-01  2.08333333E-01  2.60416667E-02  1.82291667E-02  1.82291667E-02        2       2       2      42      40      10      14      28 |   0.00E+00  0.00E+00  1.55E+05  1.40E+02  5.21E+01  1.25E+00
   31094  1.38000000E+01  5.56025001E-04   1.44133712E-01  3.18251043E+00  0.00000000E+00  0.00000000E+00  3.86505058E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920526E-07  5.39740633E-06  1.06203823E-05  3.43588141E-06  6.79369650E-06  4.37384540E-05  1.41228797E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   1.66666667E-01  8.33333333E-02  4.16666667E-02  4.37500000E-01  2.03125000E-01  2.86458333E-02  2.08333333E-02  1.82291667E-02        2       2       2      42      39      11      16      28 |   0.00E+00  0.00E+00  1.53E+05  1.42E+02  5.33E+01  1.28E+00
   31274  1.39000000E+01  5.56882721E-04   1.44133712E-01  3.18255336E+00  0.00000000E+00  0.00000000E+00  3.86505015E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920514E-07  5.39740539E-06  1.06203805E-05  3.48856103E-06  6.89550600E-06  4.37400317E-05  1.41229348E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   1.66666667E-01  8.33333333E-02  4.16666667E-02  4.37500000E-01  2.03125000E-01  2.86458333E-02  2.08333333E-02  1.82291667E-02        2       2       2      42      39      11      16      28 |   0.00E+00  0.00E+00  1.55E+05  1.42E+02  5.28E+01  1.26E+00
   31454  1.40000000E+01  5.57788760E-04   1.44133712E-01  3.18259630E+00  0.00000000E+00  0.00000000E+00  3.86504972E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920503E-07  5.39740443E-06  1.06203781E-05  3.54159200E-06  6.99809257E-06  4.37415802E-05  1.41229887E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   1.66666667E-01  8.33333333E-02  6.25000000E-02  4.27083333E-01  1.97916667E-01  2.34375000E-02  2.08333333E-02  1.82291667E-02        2       2       3      41      38       9      16      28 |   0.00E+00  0.00E+00  1.51E+05  1.39E+02  5.29E+01  1.26E+00
   31634  1.41000000E+01  5.58555029E-04   1.44133712E-01  3.18263926E+00  0.00000000E+00  0.00000000E+00  3.86504929E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920491E-07  5.39740344E-06  1.06203764E-05  3.59497978E-06  7.10145827E-06  4.37431003E-05  1.41230441E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   1.66666667E-01  8.33333333E-02  6.25000000E-02  4.27083333E-01  1.97916667E-01  2.60416667E-02  1.82291667E-02  1.82291667E-02        2       2       3      41      38      10      14      28 |   0.00E+00  0.00E+00  1.51E+05  1.38E+02  5.23E+01  1.25E+00
   31813  1.42000000E+01  5.59684235E-04   1.44133712E-01  3.18268224E+00  0.00000000E+00  0.00000000E+00  3.86504885E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920479E-07  5.39740242E-06  1.06203742E-05  3.64872998E-06  7.20560269E-06  4.37445927E-05  1.41230985E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   1.66666667E-01  8.33333333E-02  6.25000000E-02  4.27083333E-01  1.97916667E-01  2.34375000E-02  2.08333333E-02  1.82291667E-02        2       2       3      41      38       9      16      28 |   0.00E+00  0.00E+00  1.52E+05  1.39E+02  5.23E+01  1.25E+00
   31992  1.43000000E+01  5.60210802E-04   1.44133712E-01  3.18272526E+00  0.00000000E+00  0.00000000E+00  3.86504841E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920475E-07  5.39740155E-06  1.06203721E-05  3.70283838E-06  7.31052299E-06  4.37460599E-05  1.41231528E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   1.66666667E-01  8.33333333E-02  4.16666667E-02  4.58333333E-01  1.82291667E-01  2.86458333E-02  2.08333333E-02  1.82291667E-02        2       2       2      44      35      11      16      28 |   0.00E+00  0.00E+00  1.53E+05  1.40E+02  5.22E+01  1.24E+00
   32171  1.44000000E+01  5.61705256E-04   1.44133712E-01  3.18276832E+00  0.00000000E+00  0.00000000E+00  3.86504797E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920463E-07  5.39740069E-06  1.06203701E-05  3.75731312E-06  7.41622444E-06  4.37475011E-05  1.41232073E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   1.66666667E-01  8.33333333E-02  4.16666667E-02  4.58333333E-01  1.87500000E-01  2.60416667E-02  1.95312500E-02  1.69270833E-02        2       2       2      44      36      10      15      26 |   0.00E+00  0.00E+00  1.50E+05  1.37E+02  5.20E+01  1.24E+00
   32350  1.45000000E+01  5.61839534E-04   1.44133712E-01  3.18281141E+00  0.00000000E+00  0.00000000E+00  3.86504753E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920450E-07  5.39739980E-06  1.06203675E-05  3.81215910E-06  7.52270853E-06  4.37489165E-05  1.41232605E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   1.66666667E-01  8.33333333E-02  4.16666667E-02  4.58333333E-01  1.87500000E-01  2.60416667E-02  1.82291667E-02  1.82291667E-02        2       2       2      44      36      10      14      28 |   0.00E+00  0.00E+00  1.50E+05  1.38E+02  5.24E+01  1.24E+00
   32528  1.46000000E+01  5.63806859E-04   1.44133712E-01  3.18285456E+00  0.00000000E+00  0.00000000E+00  3.86504708E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920438E-07  5.39739887E-06  1.06203658E-05  3.86737447E-06  7.62997647E-06  4.37503065E-05  1.41233149E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   1.66666667E-01  8.33333333E-02  4.16666667E-02  4.58333333E-01  1.82291667E-01  3.12500000E-02  1.69270833E-02  1.95312500E-02        2       2       2      44      35      12      13      30 |   0.00E+00  0.00E+00  1.53E+05  1.40E+02  5.19E+01  1.23E+00
   32706  1.47000000E+01  5.63450705E-04   1.44133712E-01  3.18289777E+00  0.00000000E+00  0.00000000E+00  3.86504663E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920425E-07  5.39739791E-06  1.06203635E-05  3.92296159E-06  7.73802418E-06  4.37516717E-05  1.41233681E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   1.66666667E-01  8.33333333E-02  4.16666667E-02  4.58333333E-01  1.82291667E-01  2.60416667E-02  2.34375000E-02  1.82291667E-02        2       2       2      44      35      10      18      28 |   0.00E+00  0.00E+00  1.54E+05  1.41E+02  5.19E+01  1.23E+00
   32884  1.48000000E+01  5.64249758E-04   1.44133712E-01  3.18294103E+00  0.00000000E+00  0.00000000E+00  3.86504618E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920412E-07  5.39739691E-06  1.06203612E-05  3.97892522E-06  7.84686010E-06  4.37530127E-05  1.41234211E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   1.66666667E-01  8.33333333E-02  4.16666667E-02  4.68750000E-01  1.77083333E-01  2.34375000E-02  1.82291667E-02  2.08333333E-02        2       2       2      45      34       9      14      32 |   0.00E+00  0.00E+00  1.53E+05  1.40E+02  5.19E+01  1.23E+00
   33062  1.49000000E+01  5.65040119E-04   1.44133712E-01  3.18298437E+00  0.00000000E+00  0.00000000E+00  3.86504573E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41920399E-07  5.39739587E-06  1.06203591E-05  4.03526453E-06  7.95648503E-06  4.37543300E-05  1.41234706E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   1.66666667E-01  4.16666667E-02  1.04166667E-01  4.27083333E-01  1.92708333E-01  3.12500000E-02  1.82291667E-02  1.82291667E-02        2       1       5      41      37      12      14      28 |   0.00E+00  0.00E+00  1.53E+05  1.40E+02  5.19E+01  1.23E+00
