it global_time dt rho m1 m2 m3 e tracer_ism tracer_sn rhod1 rhod2 rhod3 rhod4 m1d1 m1d2 m1d3 m1d4 m2d1 m2d2 m2d3 m2d4 m3d1 m3d2 m3d3 m3d4 c1 c2 c3 c4 c5 c6 c7 c8 n1 n2 n3 n4 n5 n6 n7 n8 | Xload Xmemory 'Cell_Updates /second/core' 'Active_Blocks/Core' 'Wct Per Code Time [s]' 'TimeToFinish [hrs]'
   59434  3.32000000E+01  1.07846425E-03   1.26835219E-01  2.63410636E+00  0.00000000E+00  0.00000000E+00  2.93647909E+01  1.43944512E-09  8.88932937E-05  7.92642919E-11  7.28948673E-11  5.39655021E-06  1.06188490E-05  3.06542618E-09  3.02369145E-09  4.38541149E-05  1.41300457E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  2.91666667E-01  6.04166667E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       7      29       5       5       5       8       4 |   0.00E+00  0.00E+00  1.55E+05  6.30E+01  1.21E+01  2.24E-01
   59527  3.33000000E+01  1.08141186E-03   1.26448580E-01  2.62251180E+00  0.00000000E+00  0.00000000E+00  2.91909099E+01  1.28489776E-09  8.86210541E-05  7.92642919E-11  7.28753193E-11  5.39654744E-06  1.06188376E-05  3.06542618E-09  3.02369145E-09  4.38542795E-05  1.41300399E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  2.91666667E-01  6.04166667E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.17187500E-02  1.30208333E-03        0       7      29       5       5       5       9       2 |   0.00E+00  0.00E+00  1.45E+05  6.20E+01  1.26E+01  2.34E-01
   59620  3.34000000E+01  1.08487091E-03   1.26058061E-01  2.61083567E+00  0.00000000E+00  0.00000000E+00  2.90163267E+01  1.14667084E-09  8.83459397E-05  7.92642919E-11  7.28585942E-11  5.39654052E-06  1.06188226E-05  3.06542618E-09  3.02369145E-09  4.38543944E-05  1.41300274E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  2.91666667E-01  6.04166667E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.17187500E-02  1.30208333E-03        0       7      29       5       5       5       9       2 |   0.00E+00  0.00E+00  1.55E+05  6.20E+01  1.18E+01  2.19E-01
   59713  3.35000000E+01  1.08869603E-03   1.25663714E-01  2.59908002E+00  0.00000000E+00  0.00000000E+00  2.88410767E+01  1.02304058E-09  8.80680603E-05  7.92642919E-11  7.28440879E-11  5.39652827E-06  1.06188150E-05  3.06542618E-09  3.02369145E-09  4.38544460E-05  1.41300282E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  2.91666667E-01  6.04166667E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.17187500E-02  1.30208333E-03        0       7      29       5       5       5       9       2 |   0.00E+00  0.00E+00  1.55E+05  6.20E+01  1.18E+01  2.18E-01
   59805  3.36000000E+01  1.09208182E-03   1.25265630E-01  2.58724762E+00  0.00000000E+00  0.00000000E+00  2.86651991E+01  9.12420461E-10  8.77875569E-05  7.92642919E-11  7.28313450E-11  5.39650935E-06  1.06188040E-05  3.06542618E-09  3.02369145E-09  4.38544190E-05  1.41300226E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  2.91666667E-01  6.04166667E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.17187500E-02  1.30208333E-03        0       7      29       5       5       5       9       2 |   0.00E+00  0.00E+00  1.54E+05  6.20E+01  1.18E+01  2.17E-01
   59897  3.37000000E+01  1.09539701E-03   1.24863964E-01  2.57534320E+00  0.00000000E+00  0.00000000E+00  2.84887627E+01  8.13409314E-10  8.75046012E-05  7.92642919E-11  7.26789170E-11  5.39650491E-06  1.06187892E-05  3.06542618E-09  3.01504088E-09  4.38545558E-05  1.41300099E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  2.91666667E-01  6.04166667E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       7      29       5       5       5       8       4 |   0.00E+00  0.00E+00  1.57E+05  6.30E+01  1.17E+01  2.16E-01
   59989  3.38000000E+01  1.09865537E-03   1.24458836E-01  2.56337059E+00  0.00000000E+00  0.00000000E+00  2.83118246E+01  7.24762680E-10  8.72193493E-05  7.92642919E-11  7.26603978E-11  5.39650018E-06  1.06187808E-05  3.06542618E-09  3.01504088E-09  4.38546871E-05  1.41300088E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  2.91666667E-01  6.04166667E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       7      29       5       5       5       8       4 |   0.00E+00  0.00E+00  1.53E+05  6.30E+01  1.20E+01  2.20E-01
   60080  3.39000000E+01  1.10161315E-03   1.24050361E-01  2.55133350E+00  0.00000000E+00  0.00000000E+00  2.81344413E+01  6.45396660E-10  8.69319658E-05  7.92642919E-11  7.26444418E-11  5.39649070E-06  1.06187701E-05  3.06542618E-09  3.01504088E-09  4.38547619E-05  1.41300029E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.33333333E-01  5.62500000E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       8      27       5       5       5       8       4 |   0.00E+00  0.00E+00  1.54E+05  6.20E+01  1.17E+01  2.15E-01
   60171  3.40000000E+01  1.10468693E-03   1.23638541E-01  2.53923263E+00  0.00000000E+00  0.00000000E+00  2.79566294E+01  5.74334239E-10  8.66425515E-05  7.92642919E-11  7.26305118E-11  5.39647519E-06  1.06187555E-05  3.06542618E-09  3.01504088E-09  4.38547658E-05  1.41299898E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.33333333E-01  5.62500000E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       8      27       5       5       5       8       4 |   0.00E+00  0.00E+00  1.54E+05  6.20E+01  1.17E+01  2.14E-01
   60262  3.41000000E+01  1.10776218E-03   1.23223349E-01  2.52706768E+00  0.00000000E+00  0.00000000E+00  2.77783888E+01  5.10730983E-10  8.63511840E-05  7.92642919E-11  7.24788644E-11  5.39646073E-06  1.06187463E-05  3.06542618E-09  3.00618188E-09  4.38547796E-05  1.41299861E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.33333333E-01  5.62500000E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       8      27       5       5       5       8       4 |   0.00E+00  0.00E+00  1.54E+05  6.20E+01  1.16E+01  2.13E-01
   60353  3.42000000E+01  1.11080501E-03   1.22804668E-01  2.51483576E+00  0.00000000E+00  0.00000000E+00  2.75996821E+01  4.53900587E-10  8.60578721E-05  7.92642919E-11  7.24582451E-11  5.39645800E-06  1.06187359E-05  3.06542618E-09  3.00618188E-09  4.38549256E-05  1.41299798E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.33333333E-01  5.62500000E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       8      27       5       5       5       8       4 |   0.00E+00  0.00E+00  1.54E+05  6.20E+01  1.16E+01  2.12E-01
   60443  3.43000000E+01  1.11374611E-03   1.22382221E-01  2.50252924E+00  0.00000000E+00  0.00000000E+00  2.74204012E+01  4.03262453E-10  8.57624973E-05  7.92642919E-11  7.24406045E-11  5.39645108E-06  1.06187213E-05  3.06542618E-09  3.00618188E-09  4.38550216E-05  1.41299658E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.33333333E-01  5.62500000E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       8      27       5       5       5       8       4 |   0.00E+00  0.00E+00  1.54E+05  6.20E+01  1.16E+01  2.11E-01
   60533  3.44000000E+01  1.11611251E-03   1.21955596E-01  2.49013628E+00  0.00000000E+00  0.00000000E+00  2.72403728E+01  3.58263919E-10  8.54648173E-05  7.92642919E-11  7.24253056E-11  5.39643877E-06  1.06187114E-05  3.06542618E-09  3.00618188E-09  4.38550542E-05  1.41299599E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.33333333E-01  5.62500000E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       8      27       5       5       5       8       4 |   0.00E+00  0.00E+00  1.54E+05  6.20E+01  1.15E+01  2.10E-01
   60623  3.45000000E+01  1.11861310E-03   1.21524533E-01  2.47764975E+00  0.00000000E+00  0.00000000E+00  2.70594948E+01  3.18359662E-10  8.51646022E-05  7.92642919E-11  7.24118681E-11  5.39641976E-06  1.06187013E-05  3.06542618E-09  3.00618188E-09  4.38550082E-05  1.41299536E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.33333333E-01  5.62500000E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       8      27       5       5       5       8       4 |   0.00E+00  0.00E+00  1.54E+05  6.20E+01  1.15E+01  2.10E-01
   60713  3.46000000E+01  1.12163978E-03   1.21089141E-01  2.46507386E+00  0.00000000E+00  0.00000000E+00  2.68778414E+01  2.83006497E-10  8.48616409E-05  7.92642919E-11  7.22523537E-11  5.39641400E-06  1.06186869E-05  3.06542618E-09  2.99705301E-09  4.38551118E-05  1.41299395E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.33333333E-01  5.62500000E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       8      27       5       5       5       8       4 |   0.00E+00  0.00E+00  1.54E+05  6.20E+01  1.15E+01  2.08E-01
   60803  3.47000000E+01  1.12486374E-03   1.20649557E-01  2.45241347E+00  0.00000000E+00  0.00000000E+00  2.66954948E+01  2.51675767E-10  8.45556879E-05  7.92642919E-11  7.22327406E-11  5.39640942E-06  1.06186761E-05  3.06542618E-09  2.99705301E-09  4.38552270E-05  1.41299318E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.33333333E-01  5.62500000E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       8      27       5       5       5       8       4 |   0.00E+00  0.00E+00  1.54E+05  6.20E+01  1.15E+01  2.08E-01
   60892  3.48000000E+01  1.12820995E-03   1.20205864E-01  2.43967162E+00  0.00000000E+00  0.00000000E+00  2.65125048E+01  2.23885832E-10  8.42465337E-05  7.92642919E-11  7.22158508E-11  5.39640008E-06  1.06186664E-05  3.06542618E-09  2.99705301E-09  4.38552860E-05  1.41299265E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.75000000E-01  5.20833333E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       9      25       5       5       5       8       4 |   0.00E+00  0.00E+00  1.55E+05  6.10E+01  1.12E+01  2.02E-01
   60981  3.49000000E+01  1.13207602E-03   1.19758112E-01  2.42685021E+00  0.00000000E+00  0.00000000E+00  2.63289037E+01  1.99209957E-10  8.39340057E-05  7.92642919E-11  7.22011134E-11  5.39638472E-06  1.06186525E-05  3.06542618E-09  2.99705301E-09  4.38552744E-05  1.41299134E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.75000000E-01  5.20833333E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       9      25       5       5       5       8       4 |   0.00E+00  0.00E+00  1.54E+05  6.10E+01  1.12E+01  2.02E-01
   61070  3.50000000E+01  1.13550318E-03   1.19306430E-01  2.41395289E+00  0.00000000E+00  0.00000000E+00  2.61447406E+01  1.77279140E-10  8.36181778E-05  7.92642919E-11  7.20428299E-11  5.39636836E-06  1.06186408E-05  3.06542618E-09  2.98771337E-09  4.38552496E-05  1.41299043E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.75000000E-01  5.20833333E-01  5.20833333E-02  2.60416667E-02  1.30208333E-02  1.04166667E-02  2.60416667E-03        0       9      25       5       5       5       8       4 |   0.00E+00  0.00E+00  1.53E+05  6.10E+01  1.12E+01  2.02E-01
   61158  3.51000000E+01  1.13875012E-03   1.18850980E-01  2.40098462E+00  0.00000000E+00  0.00000000E+00  2.59600868E+01  1.57770203E-10  8.32992591E-05  7.92642919E-11  7.20209141E-11  5.39636588E-06  1.06186315E-05  3.06542618E-09  2.98771337E-09  4.38553815E-05  1.41298995E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.75000000E-01  5.20833333E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0       9      25       5       5       6       6       4 |   0.00E+00  0.00E+00  1.52E+05  6.00E+01  1.11E+01  1.99E-01
   61246  3.52000000E+01  1.14187550E-03   1.18391910E-01  2.38794990E+00  0.00000000E+00  0.00000000E+00  2.57750071E+01  1.40397864E-10  8.29774311E-05  7.92642919E-11  7.20021806E-11  5.39635924E-06  1.06186177E-05  3.06542618E-09  2.98771337E-09  4.38554641E-05  1.41298865E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.75000000E-01  5.20833333E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0       9      25       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  6.00E+01  1.10E+01  1.98E-01
   61334  3.53000000E+01  1.14458993E-03   1.17929408E-01  2.37485420E+00  0.00000000E+00  0.00000000E+00  2.55895776E+01  1.24917788E-10  8.26528893E-05  7.92642919E-11  7.19859481E-11  5.39634725E-06  1.06186051E-05  3.06542618E-09  2.98771337E-09  4.38554840E-05  1.41298755E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.75000000E-01  5.20833333E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0       9      25       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  6.00E+01  1.09E+01  1.97E-01
   61422  3.54000000E+01  1.14770400E-03   1.17463696E-01  2.36170438E+00  0.00000000E+00  0.00000000E+00  2.54038995E+01  1.11119999E-10  8.23258413E-05  7.92642919E-11  7.19717026E-11  5.39632858E-06  1.06185961E-05  3.06542618E-09  2.98771337E-09  4.38554259E-05  1.41298709E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.75000000E-01  5.20833333E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0       9      25       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  6.00E+01  1.10E+01  1.97E-01
   61510  3.55000000E+01  1.15106815E-03   1.16994856E-01  2.34850318E+00  0.00000000E+00  0.00000000E+00  2.52180168E+01  9.88142478E-11  8.19963871E-05  7.92642919E-11  7.18054354E-11  5.39632046E-06  1.06185823E-05  3.06542618E-09  2.97812843E-09  4.38554866E-05  1.41298575E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.75000000E-01  5.20833333E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0       9      25       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  6.00E+01  1.09E+01  1.95E-01
   61597  3.56000000E+01  1.15453503E-03   1.16522946E-01  2.33525234E+00  0.00000000E+00  0.00000000E+00  2.50319533E+01  8.78310158E-11  8.16646145E-05  7.92642919E-11  7.17845357E-11  5.39631626E-06  1.06185690E-05  3.06542618E-09  2.97812843E-09  4.38555902E-05  1.41298448E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.75000000E-01  5.20833333E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0       9      25       5       5       6       6       4 |   0.00E+00  0.00E+00  1.54E+05  6.00E+01  1.08E+01  1.94E-01
   61684  3.57000000E+01  1.15762286E-03   1.16048048E-01  2.32195419E+00  0.00000000E+00  0.00000000E+00  2.48457381E+01  7.80226745E-11  8.13306386E-05  7.92642919E-11  7.17665596E-11  5.39630735E-06  1.06185602E-05  3.06542618E-09  2.97812843E-09  4.38556385E-05  1.41298404E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  3.75000000E-01  5.20833333E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0       9      25       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  6.00E+01  1.09E+01  1.94E-01
   61771  3.58000000E+01  1.16073074E-03   1.15570307E-01  2.30861281E+00  0.00000000E+00  0.00000000E+00  2.46594254E+01  6.92632734E-11  8.09946076E-05  7.92642919E-11  7.17508927E-11  5.39629248E-06  1.06185468E-05  3.06542618E-09  2.97812843E-09  4.38556173E-05  1.41298286E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-01  4.79166667E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0      10      23       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  5.90E+01  1.06E+01  1.89E-01
   61858  3.59000000E+01  1.16381316E-03   1.15089889E-01  2.29523281E+00  0.00000000E+00  0.00000000E+00  2.44730772E+01  6.14450063E-11  8.06566855E-05  7.92642919E-11  7.15865145E-11  5.39627327E-06  1.06185326E-05  3.06542618E-09  2.96833297E-09  4.38555450E-05  1.41298155E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-01  4.79166667E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0      10      23       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  5.90E+01  1.06E+01  1.89E-01
   61944  3.60000000E+01  1.16692722E-03   1.14606940E-01  2.28181833E+00  0.00000000E+00  0.00000000E+00  2.42867492E+01  5.44730844E-11  8.03170184E-05  7.92642919E-11  7.15630613E-11  5.39627124E-06  1.06185242E-05  3.06542618E-09  2.96833297E-09  4.38556668E-05  1.41298129E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-01  4.79166667E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0      10      23       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  5.90E+01  1.06E+01  1.88E-01
   62030  3.61000000E+01  1.17044599E-03   1.14121602E-01  2.26837358E+00  0.00000000E+00  0.00000000E+00  2.41005011E+01  4.82625927E-11  7.99757526E-05  7.92642919E-11  7.15430453E-11  5.39626511E-06  1.06185108E-05  3.06542618E-09  2.96833297E-09  4.38557405E-05  1.41298014E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-01  4.79166667E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0      10      23       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  5.90E+01  1.05E+01  1.87E-01
   62116  3.62000000E+01  1.17422043E-03   1.13633946E-01  2.25490065E+00  0.00000000E+00  0.00000000E+00  2.39143623E+01  4.27358024E-11  7.96329867E-05  7.92642919E-11  7.15257279E-11  5.39625373E-06  1.06184958E-05  3.06542618E-09  2.96833297E-09  4.38557527E-05  1.41297867E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-01  4.79166667E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0      10      23       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  5.90E+01  1.05E+01  1.86E-01
   62202  3.63000000E+01  1.17757153E-03   1.13144091E-01  2.24140274E+00  0.00000000E+00  0.00000000E+00  2.37283731E+01  3.78227104E-11  7.92888574E-05  7.92642919E-11  7.15105523E-11  5.39623577E-06  1.06184877E-05  3.06542618E-09  2.96833297E-09  4.38556886E-05  1.41297847E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-01  4.79166667E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0      10      23       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  5.90E+01  1.04E+01  1.85E-01
   62287  3.64000000E+01  1.18040532E-03   1.12652153E-01  2.22788338E+00  0.00000000E+00  0.00000000E+00  2.35425824E+01  3.34595473E-11  7.89435031E-05  7.92642919E-11  7.13380604E-11  5.39622418E-06  1.06184745E-05  3.06542618E-09  2.95829063E-09  4.38556954E-05  1.41297732E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-01  4.79166667E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0      10      23       5       5       6       6       4 |   0.00E+00  0.00E+00  1.55E+05  5.90E+01  1.03E+01  1.82E-01
   62372  3.65000000E+01  1.18313611E-03   1.12158152E-01  2.21434366E+00  0.00000000E+00  0.00000000E+00  2.33570086E+01  2.95878383E-11  7.85969865E-05  7.92642919E-11  7.13156301E-11  5.39622055E-06  1.06184587E-05  3.06542618E-09  2.95829063E-09  4.38557915E-05  1.41297569E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-01  4.79166667E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0      10      23       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  5.90E+01  1.04E+01  1.84E-01
   62457  3.66000000E+01  1.18619685E-03   1.11662076E-01  2.20078362E+00  0.00000000E+00  0.00000000E+00  2.31716553E+01  2.61547118E-11  7.82493125E-05  7.92642919E-11  7.12963742E-11  5.39621233E-06  1.06184511E-05  3.06542618E-09  2.95829063E-09  4.38558338E-05  1.41297554E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-01  4.79166667E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0      10      23       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  5.90E+01  1.04E+01  1.83E-01
   62542  3.67000000E+01  1.18976480E-03   1.11163937E-01  2.18720377E+00  0.00000000E+00  0.00000000E+00  2.29865306E+01  2.31126513E-11  7.79004922E-05  7.92642919E-11  7.12796226E-11  5.39619828E-06  1.06184380E-05  3.06542618E-09  2.95829063E-09  4.38558083E-05  1.41297441E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-01  4.79166667E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0      10      23       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  5.90E+01  1.04E+01  1.82E-01
   62626  3.68000000E+01  1.19307956E-03   1.10663818E-01  2.17360620E+00  0.00000000E+00  0.00000000E+00  2.28016585E+01  2.04192271E-11  7.75505896E-05  7.92642919E-11  7.12648680E-11  5.39617702E-06  1.06184213E-05  3.06542618E-09  2.95829063E-09  4.38556993E-05  1.41297261E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-01  4.79166667E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0      10      23       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  5.90E+01  1.03E+01  1.82E-01
   62710  3.69000000E+01  1.19628320E-03   1.10161838E-01  2.15999424E+00  0.00000000E+00  0.00000000E+00  2.26170815E+01  1.80363451E-11  7.71996855E-05  7.92642919E-11  7.10845013E-11  5.39617376E-06  1.06184142E-05  3.06542618E-09  2.94796974E-09  4.38557937E-05  1.41297251E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-01  4.79166667E-01  5.20833333E-02  2.60416667E-02  1.56250000E-02  7.81250000E-03  2.60416667E-03        0      10      23       5       5       6       6       4 |   0.00E+00  0.00E+00  1.53E+05  5.90E+01  1.03E+01  1.80E-01
